x, y, z, pressure, velmag, vx, vy, vz
1.82927, 0.59677, 0.0, -0.01979, 1.01538, 1.01538, -0.00092, 0.0
1.82927, 0.62903, 0.0, -0.01979, 1.01548, 1.01548, -0.00123, 0.0
1.82927, 0.66129, 0.0, -0.01979, 1.01560, 1.01560, -0.00154, 0.0
1.82927, 0.69355, 0.0, -0.01979, 1.01573, 1.01572, -0.00184, 0.0
1.82927, 0.72581, 0.0, -0.01979, 1.01583, 1.01582, -0.00214, 0.0
1.82927, 0.75806, 0.0, -0.01978, 1.01585, 1.01585, -0.00243, 0.0
1.82927, 0.79032, 0.0, -0.01978, 1.01569, 1.01569, -0.00271, 0.0
1.82927, 0.82258, 0.0, -0.01977, 1.01516, 1.01515, -0.00298, 0.0
1.82927, 0.85484, 0.0, -0.01976, 1.01381, 1.01380, -0.00320, 0.0
1.82927, 0.88710, 0.0, -0.01976, 1.01044, 1.01044, -0.00337, 0.0
1.82927, 0.91935, 0.0, -0.01975, 1.00088, 1.00087, -0.00341, 0.0
1.82927, 0.95161, 0.0, -0.01973, 0.96687, 0.96686, -0.00296, 0.0
1.82927, 0.98387, 0.0, -0.01976, 0.84515, 0.84514, -0.00175, 0.0
1.82927, 1.00000, 0.0, -0.01978, 0.00000, 0.00000, 0.00000, 0.0
2.07317, 0.00000, 0.0, -0.02213, 0.00000, 0.00000, 0.00000, 0.0
2.07317, 0.01613, 0.0, -0.02212, 0.82805, 0.82805, 0.00161, 0.0
2.07317, 0.04839, 0.0, -0.02209, 0.95990, 0.95989, 0.00286, 0.0
2.07317, 0.08065, 0.0, -0.02210, 0.99951, 0.99951, 0.00335, 0.0
2.07317, 0.11290, 0.0, -0.02211, 1.01109, 1.01109, 0.00334, 0.0
2.07317, 0.14516, 0.0, -0.02212, 1.01526, 1.01525, 0.00319, 0.0
2.07317, 0.17742, 0.0, -0.02212, 1.01699, 1.01699, 0.00297, 0.0
2.07317, 0.20968, 0.0, -0.02213, 1.01773, 1.01773, 0.00271, 0.0
2.07317, 0.24194, 0.0, -0.02213, 1.01801, 1.01801, 0.00243, 0.0
2.07317, 0.27419, 0.0, -0.02213, 1.01806, 1.01806, 0.00214, 0.0
2.07317, 0.30645, 0.0, -0.02213, 1.01801, 1.01801, 0.00184, 0.0
2.07317, 0.33871, 0.0, -0.02213, 1.01791, 1.01791, 0.00154, 0.0
2.07317, 0.37097, 0.0, -0.02213, 1.01780, 1.01780, 0.00123, 0.0
2.07317, 0.40323, 0.0, -0.02214, 1.01771, 1.01771, 0.00093, 0.0
2.07317, 0.43548, 0.0, -0.02214, 1.01763, 1.01763, 0.00062, 0.0
2.07317, 0.46774, 0.0, -0.02214, 1.01759, 1.01759, 0.00031, 0.0
2.07317, 0.50000, 0.0, -0.02214, 1.01757, 1.01757, -0.00000, 0.0
2.07317, 0.53226, 0.0, -0.02214, 1.01759, 1.01759, -0.00031, 0.0
2.07317, 0.56452, 0.0, -0.02214, 1.01763, 1.01763, -0.00062, 0.0
2.07317, 0.59677, 0.0, -0.02214, 1.01771, 1.01771, -0.00093, 0.0
2.07317, 0.62903, 0.0, -0.02213, 1.01780, 1.01780, -0.00123, 0.0
2.07317, 0.66129, 0.0, -0.02213, 1.01791, 1.01791, -0.00154, 0.0
2.07317, 0.69355, 0.0, -0.02213, 1.01801, 1.01801, -0.00184, 0.0
2.07317, 0.72581, 0.0, -0.02213, 1.01806, 1.01806, -0.00214, 0.0
2.07317, 0.75806, 0.0, -0.02213, 1.01801, 1.01801, -0.00243, 0.0
2.07317, 0.79032, 0.0, -0.02213, 1.01773, 1.01773, -0.00271, 0.0
2.07317, 0.82258, 0.0, -0.02212, 1.01699, 1.01699, -0.00297, 0.0
2.07317, 0.85484, 0.0, -0.02212, 1.01526, 1.01525, -0.00319, 0.0
2.07317, 0.88710, 0.0, -0.02211, 1.01109, 1.01109, -0.00334, 0.0
2.07317, 0.91935, 0.0, -0.02210, 0.99951, 0.99951, -0.00335, 0.0
2.07317, 0.95161, 0.0, -0.02209, 0.95990, 0.95989, -0.00286, 0.0
2.07317, 0.98387, 0.0, -0.02212, 0.82805, 0.82805, -0.00161, 0.0
2.07317, 1.00000, 0.0, -0.02213, 0.00000, 0.00000, 0.00000, 0.0
2.31707, 0.00000, 0.0, -0.02451, 0.00000, 0.00000, 0.00000, 0.0
2.31707, 0.01613, 0.0, -0.02449, 0.81187, 0.81187, 0.00146, 0.0
2.31707, 0.04839, 0.0, -0.02447, 0.95267, 0.95266, 0.00275, 0.0
2.31707, 0.08065, 0.0, -0.02447, 0.99786, 0.99786, 0.00328, 0.0
2.31707, 0.11290, 0.0, -0.02447, 1.01159, 1.01158, 0.00329, 0.0
2.31707, 0.14516, 0.0, -0.02448, 1.01662, 1.01661, 0.00316, 0.0
2.31707, 0.17742, 0.0, -0.02448, 1.01877, 1.01876, 0.00295, 0.0
2.31707, 0.20968, 0.0, -0.02449, 1.01974, 1.01973, 0.00270, 0.0
2.31707, 0.24194, 0.0, -0.02449, 1.02015, 1.02015, 0.00242, 0.0
2.31707, 0.27419, 0.0, -0.02449, 1.02029, 1.02028, 0.00214, 0.0
2.31707, 0.30645, 0.0, -0.02449, 1.02028, 1.02028, 0.00184, 0.0
2.31707, 0.33871, 0.0, -0.02449, 1.02021, 1.02021, 0.00154, 0.0
2.31707, 0.37097, 0.0, -0.02449, 1.02012, 1.02012, 0.00123, 0.0
2.31707, 0.40323, 0.0, -0.02449, 1.02003, 1.02003, 0.00092, 0.0
2.31707, 0.43548, 0.0, -0.02449, 1.01997, 1.01997, 0.00062, 0.0
2.31707, 0.46774, 0.0, -0.02449, 1.01992, 1.01992, 0.00031, 0.0
2.31707, 0.50000, 0.0, -0.02449, 1.01991, 1.01991, -0.00000, 0.0
2.31707, 0.53226, 0.0, -0.02449, 1.01992, 1.01992, -0.00031, 0.0
2.31707, 0.56452, 0.0, -0.02449, 1.01997, 1.01997, -0.00062, 0.0
2.31707, 0.59677, 0.0, -0.02449, 1.02003, 1.02003, -0.00092, 0.0
2.31707, 0.62903, 0.0, -0.02449, 1.02012, 1.02012, -0.00123, 0.0
2.31707, 0.66129, 0.0, -0.02449, 1.02021, 1.02021, -0.00154, 0.0
2.31707, 0.69355, 0.0, -0.02449, 1.02028, 1.02028, -0.00184, 0.0
2.31707, 0.72581, 0.0, -0.02449, 1.02029, 1.02028, -0.00214, 0.0
2.31707, 0.75806, 0.0, -0.02449, 1.02015, 1.02015, -0.00242, 0.0
2.31707, 0.79032, 0.0, -0.02449, 1.01974, 1.01973, -0.00270, 0.0
2.31707, 0.82258, 0.0, -0.02448, 1.01877, 1.01876, -0.00295, 0.0
2.31707, 0.85484, 0.0, -0.02448, 1.01662, 1.01661, -0.00316, 0.0
2.31707, 0.88710, 0.0, -0.02447, 1.01159, 1.01158, -0.00329, 0.0
2.31707, 0.91935, 0.0, -0.02447, 0.99786, 0.99786, -0.00328, 0.0
2.31707, 0.95161, 0.0, -0.02447, 0.95267, 0.95266, -0.00275, 0.0
2.31707, 0.98387, 0.0, -0.02449, 0.81187, 0.81187, -0.00146, 0.0
2.31707, 1.00000, 0.0, -0.02451, 0.00000, 0.00000, 0.00000, 0.0
2.56098, 0.00000, 0.0, -0.02688, 0.00000, 0.00000, 0.00000, 0.0
2.56098, 0.01613, 0.0, -0.02687, 0.79665, 0.79665, 0.00131, 0.0
2.56098, 0.04839, 0.0, -0.02684, 0.94525, 0.94524, 0.00264, 0.0
2.56098, 0.08065, 0.0, -0.02684, 0.99592, 0.99591, 0.00319, 0.0
2.56098, 0.11290, 0.0, -0.02684, 1.01192, 1.01192, 0.00324, 0.0
2.56098, 0.14516, 0.0, -0.02685, 1.01788, 1.01788, 0.00312, 0.0
2.56098, 0.17742, 0.0, -0.02685, 1.02048, 1.02048, 0.00292, 0.0
2.56098, 0.20968, 0.0, -0.02685, 1.02170, 1.02170, 0.00268, 0.0
2.56098, 0.24194, 0.0, -0.02685, 1.02226, 1.02226, 0.00241, 0.0
2.56098, 0.27419, 0.0, -0.02686, 1.02248, 1.02248, 0.00212, 0.0
2.56098, 0.30645, 0.0, -0.02686, 1.02253, 1.02253, 0.00183, 0.0
2.56098, 0.33871, 0.0, -0.02685, 1.02250, 1.02250, 0.00153, 0.0
2.56098, 0.37097, 0.0, -0.02685, 1.02243, 1.02243, 0.00123, 0.0
2.56098, 0.40323, 0.0, -0.02685, 1.02235, 1.02235, 0.00092, 0.0
2.56098, 0.43548, 0.0, -0.02685, 1.02229, 1.02229, 0.00061, 0.0
2.56098, 0.46774, 0.0, -0.02685, 1.02225, 1.02225, 0.00031, 0.0
2.56098, 0.50000, 0.0, -0.02685, 1.02224, 1.02224, -0.00000, 0.0
2.56098, 0.53226, 0.0, -0.02685, 1.02225, 1.02225, -0.00031, 0.0
2.56098, 0.56452, 0.0, -0.02685, 1.02229, 1.02229, -0.00061, 0.0
2.56098, 0.59677, 0.0, -0.02685, 1.02235, 1.02235, -0.00092, 0.0
2.56098, 0.62903, 0.0, -0.02685, 1.02243, 1.02243, -0.00123, 0.0
2.56098, 0.66129, 0.0, -0.02685, 1.02250, 1.02250, -0.00153, 0.0
2.56098, 0.69355, 0.0, -0.02686, 1.02253, 1.02253, -0.00183, 0.0
2.56098, 0.72581, 0.0, -0.02686, 1.02248, 1.02248, -0.00212, 0.0
2.56098, 0.75806, 0.0, -0.02685, 1.02226, 1.02226, -0.00241, 0.0
2.56098, 0.79032, 0.0, -0.02685, 1.02170, 1.02170, -0.00268, 0.0
2.56098, 0.82258, 0.0, -0.02685, 1.02048, 1.02048, -0.00292, 0.0
2.56098, 0.85484, 0.0, -0.02685, 1.01788, 1.01788, -0.00312, 0.0
2.56098, 0.88710, 0.0, -0.02684, 1.01192, 1.01192, -0.00324, 0.0
2.56098, 0.91935, 0.0, -0.02684, 0.99592, 0.99591, -0.00319, 0.0
2.56098, 0.95161, 0.0, -0.02684, 0.94525, 0.94524, -0.00264, 0.0
2.56098, 0.98387, 0.0, -0.02687, 0.79665, 0.79665, -0.00131, 0.0
2.56098, 1.00000, 0.0, -0.02688, 0.00000, 0.00000, 0.00000, 0.0
2.80488, 0.00000, 0.0, -0.02925, 0.00000, 0.00000, 0.00000, 0.0
2.80488, 0.01613, 0.0, -0.02924, 0.78241, 0.78241, 0.00117, 0.0
2.80488, 0.04839, 0.0, -0.02921, 0.93771, 0.93770, 0.00251, 0.0
2.80488, 0.08065, 0.0, -0.02921, 0.99368, 0.99368, 0.00310, 0.0
2.80488, 0.11290, 0.0, -0.02921, 1.01209, 1.01209, 0.00318, 0.0
2.80488, 0.14516, 0.0, -0.02921, 1.01905, 1.01905, 0.00307, 0.0
2.80488, 0.17742, 0.0, -0.02921, 1.02213, 1.02213, 0.00288, 0.0
2.80488, 0.20968, 0.0, -0.02922, 1.02361, 1.02361, 0.00265, 0.0
2.80488, 0.24194, 0.0, -0.02922, 1.02433, 1.02433, 0.00238, 0.0
2.80488, 0.27419, 0.0, -0.02922, 1.02465, 1.02465, 0.00210, 0.0
2.80488, 0.30645, 0.0, -0.02922, 1.02476, 1.02476, 0.00181, 0.0
2.80488, 0.33871, 0.0, -0.02922, 1.02477, 1.02477, 0.00152, 0.0
2.80488, 0.37097, 0.0, -0.02921, 1.02472, 1.02472, 0.00122, 0.0
2.80488, 0.40323, 0.0, -0.02921, 1.02466, 1.02466, 0.00092, 0.0
2.80488, 0.43548, 0.0, -0.02921, 1.02461, 1.02461, 0.00061, 0.0
2.80488, 0.46774, 0.0, -0.02921, 1.02457, 1.02457, 0.00031, 0.0
2.80488, 0.50000, 0.0, -0.02921, 1.02456, 1.02456, -0.00000, 0.0
2.80488, 0.53226, 0.0, -0.02921, 1.02457, 1.02457, -0.00031, 0.0
2.80488, 0.56452, 0.0, -0.02921, 1.02461, 1.02461, -0.00061, 0.0
2.80488, 0.59677, 0.0, -0.02921, 1.02466, 1.02466, -0.00092, 0.0
2.80488, 0.62903, 0.0, -0.02921, 1.02472, 1.02472, -0.00122, 0.0
2.80488, 0.66129, 0.0, -0.02922, 1.02477, 1.02477, -0.00152, 0.0
2.80488, 0.69355, 0.0, -0.02922, 1.02476, 1.02476, -0.00181, 0.0
2.80488, 0.72581, 0.0, -0.02922, 1.02465, 1.02465, -0.00210, 0.0
2.80488, 0.75806, 0.0, -0.02922, 1.02433, 1.02433, -0.00238, 0.0
2.80488, 0.79032, 0.0, -0.02922, 1.02361, 1.02361, -0.00265, 0.0
2.80488, 0.82258, 0.0, -0.02921, 1.02213, 1.02213, -0.00288, 0.0
2.80488, 0.85484, 0.0, -0.02921, 1.01905, 1.01905, -0.00307, 0.0
2.80488, 0.88710, 0.0, -0.02921, 1.01209, 1.01209, -0.00318, 0.0
2.80488, 0.91935, 0.0, -0.02921, 0.99368, 0.99368, -0.00310, 0.0
2.80488, 0.95161, 0.0, -0.02921, 0.93771, 0.93770, -0.00251, 0.0
2.80488, 0.98387, 0.0, -0.02924, 0.78241, 0.78241, -0.00117, 0.0
2.80488, 1.00000, 0.0, -0.02925, 0.00000, 0.00000, 0.00000, 0.0
3.04878, 0.00000, 0.0, -0.03162, 0.00000, 0.00000, 0.00000, 0.0
3.04878, 0.01613, 0.0, -0.03160, 0.76916, 0.76915, 0.00104, 0.0
3.04878, 0.04839, 0.0, -0.03158, 0.93010, 0.93009, 0.00237, 0.0
3.04878, 0.08065, 0.0, -0.03157, 0.99115, 0.99115, 0.00299, 0.0
3.04878, 0.11290, 0.0, -0.03157, 1.01209, 1.01208, 0.00310, 0.0
3.04878, 0.14516, 0.0, -0.03157, 1.02012, 1.02011, 0.00302, 0.0
3.04878, 0.17742, 0.0, -0.03157, 1.02371, 1.02370, 0.00284, 0.0
3.04878, 0.20968, 0.0, -0.03157, 1.02547, 1.02546, 0.00261, 0.0
3.04878, 0.24194, 0.0, -0.03157, 1.02635, 1.02635, 0.00235, 0.0
3.04878, 0.27419, 0.0, -0.03157, 1.02678, 1.02678, 0.00208, 0.0
3.04878, 0.30645, 0.0, -0.03157, 1.02696, 1.02696, 0.00180, 0.0
3.04878, 0.33871, 0.0, -0.03157, 1.02701, 1.02701, 0.00150, 0.0
3.04878, 0.37097, 0.0, -0.03157, 1.02699, 1.02699, 0.00121, 0.0
3.04878, 0.40323, 0.0, -0.03157, 1.02695, 1.02695, 0.00091, 0.0
3.04878, 0.43548, 0.0, -0.03157, 1.02690, 1.02690, 0.00061, 0.0
3.04878, 0.46774, 0.0, -0.03156, 1.02687, 1.02687, 0.00030, 0.0
3.04878, 0.50000, 0.0, -0.03156, 1.02686, 1.02686, -0.00000, 0.0
3.04878, 0.53226, 0.0, -0.03156, 1.02687, 1.02687, -0.00030, 0.0
3.04878, 0.56452, 0.0, -0.03157, 1.02690, 1.02690, -0.00061, 0.0
3.04878, 0.59677, 0.0, -0.03157, 1.02695, 1.02695, -0.00091, 0.0
3.04878, 0.62903, 0.0, -0.03157, 1.02699, 1.02699, -0.00121, 0.0
3.04878, 0.66129, 0.0, -0.03157, 1.02701, 1.02701, -0.00150, 0.0
3.04878, 0.69355, 0.0, -0.03157, 1.02696, 1.02696, -0.00180, 0.0
3.04878, 0.72581, 0.0, -0.03157, 1.02678, 1.02678, -0.00208, 0.0
3.04878, 0.75806, 0.0, -0.03157, 1.02635, 1.02635, -0.00235, 0.0
3.04878, 0.79032, 0.0, -0.03157, 1.02547, 1.02546, -0.00261, 0.0
3.04878, 0.82258, 0.0, -0.03157, 1.02371, 1.02370, -0.00284, 0.0
3.04878, 0.85484, 0.0, -0.03157, 1.02012, 1.02011, -0.00302, 0.0
3.04878, 0.88710, 0.0, -0.03157, 1.01209, 1.01208, -0.00310, 0.0
3.04878, 0.91935, 0.0, -0.03157, 0.99115, 0.99115, -0.00299, 0.0
3.04878, 0.95161, 0.0, -0.03158, 0.93010, 0.93009, -0.00237, 0.0
3.04878, 0.98387, 0.0, -0.03160, 0.76916, 0.76915, -0.00104, 0.0
3.04878, 1.00000, 0.0, -0.03162, 0.00000, 0.00000, 0.00000, 0.0
3.29268, 0.00000, 0.0, -0.03397, 0.00000, 0.00000, 0.00000, 0.0
3.29268, 0.01613, 0.0, -0.03395, 0.75690, 0.75690, 0.00091, 0.0
3.29268, 0.04839, 0.0, -0.03392, 0.92248, 0.92248, 0.00223, 0.0
3.29268, 0.08065, 0.0, -0.03391, 0.98832, 0.98831, 0.00287, 0.0
3.29268, 0.11290, 0.0, -0.03391, 1.01190, 1.01189, 0.00303, 0.0
3.29268, 0.14516, 0.0, -0.03391, 1.02107, 1.02106, 0.00296, 0.0
3.29268, 0.17742, 0.0, -0.03391, 1.02521, 1.02520, 0.00279, 0.0
3.29268, 0.20968, 0.0, -0.03391, 1.02727, 1.02726, 0.00257, 0.0
3.29268, 0.24194, 0.0, -0.03391, 1.02833, 1.02833, 0.00232, 0.0
3.29268, 0.27419, 0.0, -0.03391, 1.02887, 1.02887, 0.00205, 0.0
3.29268, 0.30645, 0.0, -0.03391, 1.02913, 1.02913, 0.00177, 0.0
3.29268, 0.33871, 0.0, -0.03391, 1.02922, 1.02922, 0.00149, 0.0
3.29268, 0.37097, 0.0, -0.03391, 1.02923, 1.02923, 0.00119, 0.0
3.29268, 0.40323, 0.0, -0.03391, 1.02921, 1.02921, 0.00090, 0.0
3.29268, 0.43548, 0.0, -0.03391, 1.02917, 1.02917, 0.00060, 0.0
3.29268, 0.46774, 0.0, -0.03390, 1.02915, 1.02915, 0.00030, 0.0
3.29268, 0.50000, 0.0, -0.03390, 1.02914, 1.02914, -0.00000, 0.0
3.29268, 0.53226, 0.0, -0.03390, 1.02915, 1.02915, -0.00030, 0.0
3.29268, 0.56452, 0.0, -0.03391, 1.02917, 1.02917, -0.00060, 0.0
3.29268, 0.59677, 0.0, -0.03391, 1.02921, 1.02921, -0.00090, 0.0
3.29268, 0.62903, 0.0, -0.03391, 1.02923, 1.02923, -0.00119, 0.0
3.29268, 0.66129, 0.0, -0.03391, 1.02922, 1.02922, -0.00149, 0.0
3.29268, 0.69355, 0.0, -0.03391, 1.02913, 1.02913, -0.00177, 0.0
3.29268, 0.72581, 0.0, -0.03391, 1.02887, 1.02887, -0.00205, 0.0
3.29268, 0.75806, 0.0, -0.03391, 1.02833, 1.02833, -0.00232, 0.0
3.29268, 0.79032, 0.0, -0.03391, 1.02727, 1.02726, -0.00257, 0.0
3.29268, 0.82258, 0.0, -0.03391, 1.02521, 1.02520, -0.00279, 0.0
3.29268, 0.85484, 0.0, -0.03391, 1.02107, 1.02106, -0.00296, 0.0
3.29268, 0.88710, 0.0, -0.03391, 1.01190, 1.01189, -0.00303, 0.0
3.29268, 0.91935, 0.0, -0.03391, 0.98832, 0.98831, -0.00287, 0.0
3.29268, 0.95161, 0.0, -0.03392, 0.92248, 0.92248, -0.00223, 0.0
3.29268, 0.98387, 0.0, -0.03395, 0.75690, 0.75690, -0.00091, 0.0
3.29268, 1.00000, 0.0, -0.03397, 0.00000, 0.00000, 0.00000, 0.0
3.53659, 0.00000, 0.0, -0.03630, 0.00000, 0.00000, 0.00000, 0.0
3.53659, 0.01613, 0.0, -0.03628, 0.74564, 0.74564, 0.00079, 0.0
3.53659, 0.04839, 0.0, -0.03626, 0.91491, 0.91491, 0.00209, 0.0
3.53659, 0.08065, 0.0, -0.03624, 0.98518, 0.98517, 0.00275, 0.0
3.53659, 0.11290, 0.0, -0.03624, 1.01151, 1.01151, 0.00294, 0.0
3.53659, 0.14516, 0.0, -0.03624, 1.02191, 1.02190, 0.00289, 0.0
3.53659, 0.17742, 0.0, -0.03624, 1.02663, 1.02662, 0.00274, 0.0
3.53659, 0.20968, 0.0, -0.03624, 1.02900, 1.02900, 0.00253, 0.0
3.53659, 0.24194, 0.0, -0.03624, 1.03026, 1.03026, 0.00229, 0.0
3.53659, 0.27419, 0.0, -0.03624, 1.03092, 1.03092, 0.00202, 0.0
3.53659, 0.30645, 0.0, -0.03623, 1.03125, 1.03125, 0.00175, 0.0
3.53659, 0.33871, 0.0, -0.03623, 1.03140, 1.03140, 0.00147, 0.0
3.53659, 0.37097, 0.0, -0.03623, 1.03145, 1.03144, 0.00118, 0.0
3.53659, 0.40323, 0.0, -0.03623, 1.03144, 1.03144, 0.00089, 0.0
3.53659, 0.43548, 0.0, -0.03623, 1.03142, 1.03142, 0.00059, 0.0
3.53659, 0.46774, 0.0, -0.03623, 1.03140, 1.03140, 0.00030, 0.0
3.53659, 0.50000, 0.0, -0.03623, 1.03139, 1.03139, -0.00000, 0.0
3.53659, 0.53226, 0.0, -0.03623, 1.03140, 1.03140, -0.00030, 0.0
3.53659, 0.56452, 0.0, -0.03623, 1.03142, 1.03142, -0.00059, 0.0
3.53659, 0.59677, 0.0, -0.03623, 1.03144, 1.03144, -0.00089, 0.0
3.53659, 0.62903, 0.0, -0.03623, 1.03145, 1.03144, -0.00118, 0.0
3.53659, 0.66129, 0.0, -0.03623, 1.03140, 1.03140, -0.00147, 0.0
3.53659, 0.69355, 0.0, -0.03623, 1.03125, 1.03125, -0.00175, 0.0
3.53659, 0.72581, 0.0, -0.03624, 1.03092, 1.03092, -0.00202, 0.0
3.53659, 0.75806, 0.0, -0.03624, 1.03026, 1.03026, -0.00229, 0.0
3.53659, 0.79032, 0.0, -0.03624, 1.02900, 1.02900, -0.00253, 0.0
3.53659, 0.82258, 0.0, -0.03624, 1.02663, 1.02662, -0.00274, 0.0
3.53659, 0.85484, 0.0, -0.03624, 1.02191, 1.02190, -0.00289, 0.0
3.53659, 0.88710, 0.0, -0.03624, 1.01151, 1.01151, -0.00294, 0.0
3.53659, 0.91935, 0.0, -0.03624, 0.98518, 0.98517, -0.00275, 0.0
3.53659, 0.95161, 0.0, -0.03626, 0.91491, 0.91491, -0.00209, 0.0
3.53659, 0.98387, 0.0, -0.03628, 0.74564, 0.74564, -0.00079, 0.0
3.53659, 1.00000, 0.0, -0.03630, 0.00000, 0.00000, 0.00000, 0.0
3.78049, 0.00000, 0.0, -0.03861, 0.00000, 0.00000, 0.00000, 0.0
3.78049, 0.01613, 0.0, -0.03859, 0.73536, 0.73536, 0.00067, 0.0
3.78049, 0.04839, 0.0, -0.03857, 0.90745, 0.90745, 0.00194, 0.0
3.78049, 0.08065, 0.0, -0.03855, 0.98175, 0.98174, 0.00262, 0.0
3.78049, 0.11290, 0.0, -0.03854, 1.01092, 1.01092, 0.00285, 0.0
3.78049, 0.14516, 0.0, -0.03854, 1.02262, 1.02262, 0.00282, 0.0
3.78049, 0.17742, 0.0, -0.03854, 1.02796, 1.02796, 0.00268, 0.0
3.78049, 0.20968, 0.0, -0.03854, 1.03068, 1.03067, 0.00248, 0.0
3.78049, 0.24194, 0.0, -0.03854, 1.03214, 1.03213, 0.00225, 0.0
3.78049, 0.27419, 0.0, -0.03854, 1.03293, 1.03292, 0.00199, 0.0
3.78049, 0.30645, 0.0, -0.03854, 1.03334, 1.03334, 0.00172, 0.0
3.78049, 0.33871, 0.0, -0.03854, 1.03354, 1.03354, 0.00145, 0.0
3.78049, 0.37097, 0.0, -0.03853, 1.03362, 1.03362, 0.00116, 0.0
3.78049, 0.40323, 0.0, -0.03853, 1.03364, 1.03364, 0.00087, 0.0
3.78049, 0.43548, 0.0, -0.03853, 1.03364, 1.03364, 0.00058, 0.0
3.78049, 0.46774, 0.0, -0.03853, 1.03363, 1.03363, 0.00029, 0.0
3.78049, 0.50000, 0.0, -0.03853, 1.03362, 1.03362, -0.00000, 0.0
3.78049, 0.53226, 0.0, -0.03853, 1.03363, 1.03363, -0.00029, 0.0
3.78049, 0.56452, 0.0, -0.03853, 1.03364, 1.03364, -0.00058, 0.0
3.78049, 0.59677, 0.0, -0.03853, 1.03364, 1.03364, -0.00087, 0.0
3.78049, 0.62903, 0.0, -0.03853, 1.03362, 1.03362, -0.00116, 0.0
3.78049, 0.66129, 0.0, -0.03854, 1.03354, 1.03354, -0.00145, 0.0
3.78049, 0.69355, 0.0, -0.03854, 1.03334, 1.03334, -0.00172, 0.0
3.78049, 0.72581, 0.0, -0.03854, 1.03293, 1.03292, -0.00199, 0.0
3.78049, 0.75806, 0.0, -0.03854, 1.03214, 1.03213, -0.00225, 0.0
3.78049, 0.79032, 0.0, -0.03854, 1.03068, 1.03067, -0.00248, 0.0
3.78049, 0.82258, 0.0, -0.03854, 1.02796, 1.02796, -0.00268, 0.0
3.78049, 0.85484, 0.0, -0.03854, 1.02262, 1.02262, -0.00282, 0.0
3.78049, 0.88710, 0.0, -0.03854, 1.01092, 1.01092, -0.00285, 0.0
3.78049, 0.91935, 0.0, -0.03855, 0.98175, 0.98174, -0.00262, 0.0
3.78049, 0.95161, 0.0, -0.03857, 0.90745, 0.90745, -0.00194, 0.0
3.78049, 0.98387, 0.0, -0.03859, 0.73536, 0.73536, -0.00067, 0.0
3.78049, 1.00000, 0.0, -0.03861, 0.00000, 0.00000, 0.00000, 0.0
4.02439, 0.00000, 0.0, -0.04090, 0.00000, 0.00000, 0.00000, 0.0
4.02439, 0.01613, 0.0, -0.04088, 0.72603, 0.72603, 0.00057, 0.0
4.02439, 0.04839, 0.0, -0.04085, 0.90013, 0.90013, 0.00179, 0.0
4.02439, 0.08065, 0.0, -0.04083, 0.97803, 0.97803, 0.00249, 0.0
4.02439, 0.11290, 0.0, -0.04083, 1.01012, 1.01012, 0.00276, 0.0
4.02439, 0.14516, 0.0, -0.04082, 1.02321, 1.02321, 0.00275, 0.0
